len,cite_arXiv,cite_av_media,cite_book,cite_comic,cite_conference,cite_encyclopedia,cite_episode,Cite_govtrack,cite_journal,cite_magazine,cite_press_release,cite_web,links,tables,files,math,class
-0.006935151205782446,0,0,0,0,0,0,0,0,0,0,0,0.2270108200823875,-0.0036686866494609056,0,3.2105807400481057,0,3
0.13914732103209881,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,0.486669900878199,0,1.0802864850404097,0,0
0.24231687148207345,0,0,0,0,0,0,0,0,0,0,0,0.8390462909186825,0.486669900878199,0,1.0802864850404097,0,0
-0.053992708827587936,0,0,0,0,0,0,0,0,0,0,0,-0.18101282714180922,0.06765328971819871,0,-0.33990968496472096,0,3
-0.07847794206169811,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,0.06765328971819871,0,-0.33990968496472096,0,0
0.15859522763731654,0,0,8,0,0,0,0,0,0,0,0,0.43102264369448584,0.1657210072237307,0,2.5004826550455403,0,2
-0.12139086384960475,0,0,0,0,0,0,0,0,0,1,0,-0.38502465075390757,-0.030414427787333265,0,1.0802864850404097,0,0
0.03412862536392316,0,0,0,0,0,0,0,0,0,0,0,0.022998996470289124,0.21921248949947542,0,-0.33990968496472096,0,1
0.10108043498844316,0,0,0,0,0,0,0,0,0,0,0,0.2270108200823875,0.014161807442454,0,-0.33990968496472096,0,0
0.14628884739204762,0,0,0,0,0,0,0,0,0,0,0,-0.18101282714180922,0.24595823063734779,1,1.0802864850404097,0,0
-0.2484717748797651,0,0,1,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.1017364041549929,0,-0.33990968496472096,0,0
-0.13930844337769058,0,0,0,0,0,0,0,0,0,0,0,0.43102264369448584,-0.030414427787333265,0,-0.33990968496472096,0,0
0.4751178780907616,0,0,0,0,0,0,0,0,0,0,0,-0.18101282714180922,0.21029724245351797,0,-0.33990968496472096,0,0
0.28510226601355243,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.012583933695418359,0,-0.33990968496472096,0,0
0.4045315416580534,0,0,0,0,0,0,0,0,0,0,0,0.6350344673065842,0.1657210072237307,0,1.790384570042975,0,0
-0.30509387673364485,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.18197362756860996,0,-0.33990968496472096,0,0
0.8628007376308393,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,0.4599241597403267,0,4.630776910053236,0,3
-0.19484656355193528,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.06607541597116308,0,1.0802864850404097,0,1
-0.03339705691452131,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,0.005246560396496547,0,0.37018840003784437,0,0
-0.16691809439427835,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.09282115710903543,0,0.37018840003784437,0,0
0.03910218836460179,0,0,2,0,0,0,0,0,0,0,0,0.022998996470289124,0.05873804267224127,0,0.37018840003784437,0,0
0.134620103428917,0,0,0,0,0,0,0,0,0,0,0,0.022998996470289124,0.3351107010969223,0,-0.33990968496472096,0,1
0.36907896437116466,0,0,0,0,0,0,0,0,0,0,0,0.2270108200823875,0.19246674836160307,0,-0.33990968496472096,0,0
0.07429971113863516,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,0.2816192188211776,0,-0.33990968496472096,0,0
-0.11546084642571869,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.14631263938478015,0,-0.33990968496472096,0,0
0.08392801899892327,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.07499066301712053,0,0.37018840003784437,0,0
-0.10219801175724234,0,0,0,0,0,0,0,0,0,0,0,0.43102264369448584,0.04090754858032636,0,0.37018840003784437,0,0
0.002310574885222697,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,0.07656853676415618,2,-0.33990968496472096,0,0
-0.2525526470854501,0,0,1,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.1195668982469078,0,-0.33990968496472096,0,1
-0.1529538598154499,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.02149918074137581,1,-0.33990968496472096,0,0
-0.03677652920985422,0,0,0,0,0,0,0,0,0,0,0,0.43102264369448584,0.07656853676415618,0,-0.33990968496472096,0,0
0.3876979438096026,0,0,0,0,0,0,0,0,0,0,0,3.899223645100158,-0.1195668982469078,0,0.37018840003784437,0,0
-0.08121977807489274,0,0,0,0,0,0,0,0,0,0,0,0.43102264369448584,0.005246560396496547,0,-0.33990968496472096,0,1
-0.25752621008612875,0,0,0,0,0,0,0,0,0,0,2,-0.38502465075390757,-0.12848214529286525,0,-0.33990968496472096,0,0
0.20845838490053048,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,0.05873804267224127,1,-0.33990968496472096,0,3
-0.2667719361771339,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.18197362756860996,0,-0.33990968496472096,0,0
-0.22118094200424646,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.15522788643073762,0,-0.33990968496472096,0,0
0.21783163824796328,0,0,1,0,0,0,0,0,0,0,0,0.2270108200823875,0.12114477199394344,0,-0.33990968496472096,0,0
-0.1704250939460389,0,0,0,0,0,0,0,0,0,0,0,-0.18101282714180922,-0.15522788643073762,0,-0.33990968496472096,0,0
-0.14689631513513618,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.012583933695418359,0,-0.33990968496472096,0,0
-0.14798029681477126,0,0,0,0,0,0,0,0,0,0,0,-0.18101282714180922,-0.030414427787333265,0,-0.33990968496472096,0,0
0.2868238839753258,0,0,0,0,0,0,0,0,0,0,0,1.6550935853670758,0.08548378381011362,0,0.37018840003784437,0,0
-0.3357641819044964,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.2532956039362696,0,-0.33990968496472096,0,3
0.08399178262713711,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.0036686866494609056,0,-0.33990968496472096,0,0
0.14163410253243813,0,0,3,0,0,0,0,0,1,0,0,-0.38502465075390757,0.2637887247292627,0,1.0802864850404097,0,2
-0.05985896262326017,0,0,0,0,0,0,0,0,1,0,0,-0.38502465075390757,-0.11065165120095034,0,1.0802864850404097,0,3
-0.21403941564429765,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.24438035689031215,0,-0.33990968496472096,0,0
0.1723044077032897,0,0,0,0,0,0,0,0,1,0,0,0.2270108200823875,0.03199230153436891,0,-0.33990968496472096,0,0
1.1027432705994762,0,0,1,0,0,0,0,0,0,0,7,7.571436470117929,0.6471443477054332,0,0.37018840003784437,0,0
0.4356481922264017,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,0.24595823063734779,0,-0.33990968496472096,0,0
-0.28226649783309427,0,0,0,0,0,0,0,0,0,0,0,-0.18101282714180922,-0.18197362756860996,0,-0.33990968496472096,0,0
0.11243036081050466,0,0,0,0,0,0,0,0,0,0,0,0.022998996470289124,-0.012583933695418359,0,-0.33990968496472096,0,0
-0.11246395589966875,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.04824492187924817,0,-0.33990968496472096,0,3
0.1487118652641731,0,0,1,0,0,0,0,0,0,0,0,2.0631172325912726,-0.057160168925205625,0,0.37018840003784437,0,0
0.2113915117983666,0,0,0,0,0,0,0,0,0,0,0,0.022998996470289124,0.08548378381011362,1,-0.33990968496472096,0,0
-0.18273147419130784,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.09282115710903543,0,-0.33990968496472096,0,0
-0.11762880978498885,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.08390591006307799,0,-0.33990968496472096,0,0
0.11517219682369928,0,0,1,0,0,0,0,0,0,0,0,0.022998996470289124,0.2816192188211776,0,0.37018840003784437,0,2
0.04522349667312933,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.15522788643073762,0,2.5004826550455403,0,0
-0.1413488794805331,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.11065165120095034,0,-0.33990968496472096,0,0
0.050515877814877104,0,0,0,0,0,0,0,0,0,0,0,0.43102264369448584,0.06765328971819871,0,1.0802864850404097,0,0
0.04171649712136876,0,0,0,0,0,0,0,0,0,0,1,0.022998996470289124,-0.057160168925205625,0,-0.33990968496472096,0,0
-0.1170549371310644,0,0,0,0,0,0,0,0,0,0,0,-0.38502465075390757,-0.09282115710903543,0,-0.33990968496472096,0,0
